open,high,low,close,volume
99.81821942252401,100.60804693861988,100.06299188741922,100.49671415301123,175
100.0529503887864,102.32998506348967,98.50722068382039,100.35844985184005,349
100.4087573288956,102.60617535283758,99.9764788268247,101.00613838994074,340
102.63958629329488,104.26678638961165,101.56696848393288,102.52916824634876,325
103.49219340308734,103.68360342791132,100.30280669443833,102.29501487162543,916
101.28983575753504,102.43297798029366,101.29301793789931,102.06087791467625,572
104.64091122795206,103.70214761501971,101.93184010039917,103.64009073018364,775
103.62585338698966,106.13683867480859,102.68283733870284,104.40752545933655,362
103.0904238609047,104.73071238087384,103.472710652686,103.9380510734016,114
105.29920573533077,105.0083408690674,104.29093173228723,104.48061111698756,440
104.93912980218272,105.140539341853,102.06595319274338,104.0171934241751,764
104.4028736073675,104.39326071555628,102.69966994233371,103.55146367060485,595
102.47762853395272,105.09675793354599,103.78898529815048,103.79342594217087,540
101.41419471944103,102.8477321636221,100.88211002985516,101.88014569751307,649
100.97821645700337,101.54969414588058,98.91662713750515,100.15522786500004,136
99.63448217632296,101.29978687477735,98.040763840863,99.59294033575907,733
97.5064163692272,98.97122323733623,96.69422497897737,98.58010921542466,883
99.35267448714536,99.5532223091509,97.064015290129,98.89435654801993,868
97.27152521350725,98.85996364564,96.10606083238898,97.98633247249872,274
98.36855361955564,98.49814566721871,96.50977847464448,96.57402877116343,535
99.58451900250324,98.77034476717995,96.61612927242405,98.03967754008498,392
98.417998665954,98.5761009387837,97.36218531398707,97.81390123959844,400
99.24243614905615,99.18837449020549,97.50632406987506,97.88142944428637,753
96.52147260819629,97.29508067785281,94.8560441208744,96.4566812580729,773
96.67773602792275,97.81474602482693,95.07803915520196,95.91229853354773,438
97.50094141855966,97.81215864420847,94.19002097169292,96.02322112325758,122
95.1177262276296,95.89904510138663,94.78735736424387,94.87222754583529,449
94.99273839266668,96.53747603207665,93.64356390520663,95.24792556418096,948
92.94266491608504,94.76334799802939,94.37361805169697,94.64728687426215,165
94.27245959874739,95.74705418053368,94.00243872133892,94.35559312446888,494
94.57730969680179,95.16828825813754,92.79918308119048,93.75388651223948,532
96.55179812431605,96.32456328803484,94.81498481500282,95.60616469674842,669
96.0970325377289,96.03203323926104,94.62032285975314,95.59266747201049,128
93.99365744809235,96.36511334668863,92.65490349899248,94.53495654305459,182
93.38067988621019,96.21091125676803,94.04272358403063,95.35750145515777,575
93.64144270718202,95.44407001479019,93.55603904150276,94.13665780518676,534
94.04117652913754,94.41217899014401,93.99970397555582,94.3455214001915,740
92.07292230912171,93.2139856094654,91.54575872604985,92.38585127631173,232
91.67622158439123,92.69218284944107,90.15438317287783,91.05766522741331,214
93.24020287429727,92.02967846408386,90.0519376434834,91.25452646328243,133
92.11652224511893,93.19931536355159,91.4609876361983,91.99299304327783,736
91.94762953531135,92.58407292543689,90.62934283027417,92.1643613244678,177
91.78949122907548,92.88176433975869,91.85179255112081,92.04871304207957,374
91.87199411339799,93.60288478259665,90.62670261928896,91.74760934649028,443
89.44079359577445,91.40199085552493,89.02202404963462,90.26908735612285,779
89.66944170647419,91.35310606591399,89.13557998559784,89.54924314772813,180
89.53941671310015,90.89264297574745,87.43658167576912,89.08860437676836,706
90.35541266656176,92.03402220383623,88.91486235257192,90.14572660298727,820
90.94688682656052,92.28012821271595,89.19790046325978,90.48934489255574,171
89.16005234654152,88.7328669952136,87.73081772566611,88.72630473719299,244
87.27849202434135,90.91841848975099,87.23120027223511,89.0503887065878,137
89.30217658456687,88.94022530434222,87.27745126319623,88.66530642617147,573
87.31736958020306,88.06823692808781,87.224713296074,87.98838442586552,270
87.50422155170243,88.71083778386249,88.12284893913821,88.60006071470639,139
88.52660840934733,90.3288926275552,89.48893688755535,89.63106023720233,272
90.99588196679106,91.80394852685612,90.23161868195781,90.56234035631853,523
89.50054790587104,90.52774522613389,87.73775692892858,89.7231228330959,298
87.73194167325927,89.46501902654344,88.60037666526141,89.41391045724468,987
90.22321170384052,90.69813915699767,87.94779943409343,89.74517388864824,955
89.28111088497177,91.60498050031136,90.37958030200006,90.7207190157706,321
90.38136613644352,91.75524330892861,89.39082303524361,90.24154477792531,701
